name,essround,edition,idno,cntry,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,rlgblg,rlgdgr,rlgatnd,dscrgrp,ctzcntr,brncntr,hhmmb,gndr,agea,yrbrn,maritalb,domicil,eduyrs,pdwrk,uempla,uempli,emplrel,wkhtot,hinctnta,hincfel,dweight,pweight
ESS9e01_1,9,1.1,41034,RS,30,2,NA,0,0,0,3,1,1,1,1,8,7,8,6,10,5,3,1,NA,3,5,5,5,5,5,5,4,4,4,0,NA,0,5,5,2,3,2,4,5,1,1,5,5,2,1,1,1,2,51,1967,4,2,8,0,0,1,NA,NA,1,3,0.45497170090675354,0.293081769
ESS9e01_1,9,1.1,41060,RS,60,2,NA,4,0,0,4,2,2,2,2,2,8,8,7,6,NA,0,NA,NA,0,2,5,NA,6,9,3,4,4,1,NA,3,5,3,4,2,2,2,2,2,3,2,0,6,2,1,1,1,1,58,1960,4,2,8,0,0,1,1,20,NA,4,0.4498414993286133,0.293081769
ESS9e01_1,9,1.1,41061,RS,210,3,NA,3,6,2,4,4,3,2,4,3,4,3,3,1,3,4,NA,3,5,4,3,3,5,3,7,2,3,4,3,3,4,6,4,1,3,2,2,3,3,1,4,3,2,1,1,3,1,57,1961,1,2,12,0,0,1,1,40,NA,4,1.3649150133132935,0.293081769
ESS9e01_1,9,1.1,41074,RS,60,5,120,7,3,3,4,3,1,2,2,5,5,4,5,5,NA,NA,2,NA,9,8,8,7,1,9,5,4,4,4,1,3,2,10,7,2,5,2,2,2,3,1,2,6,2,1,1,4,2,54,1964,1,3,14,1,0,0,1,40,6,1,0.8983843326568604,0.293081769
ESS9e01_1,9,1.1,41085,RS,0,1,NA,0,0,0,4,1,1,2,2,10,10,10,10,10,10,10,1,3,2,9,10,10,8,8,10,2,3,3,3,4,3,3,2,1,2,2,2,3,2,1,7,6,2,1,1,3,1,60,1958,6,4,12,0,0,0,1,55,3,2,1.3649150133132935,0.293081769
ESS9e01_1,9,1.1,41104,RS,180,1,NA,0,2,1,1,5,1,5,1,10,2,8,NA,6,0,9,1,NA,0,0,10,9,5,0,10,1,1,1,10,10,10,10,7,2,1,1,3,5,1,1,10,6,1,1,1,1,2,65,1953,6,4,4,0,0,0,NA,NA,1,3,0.4498414993286133,0.293081769
ESS9e01_1,9,1.1,41140,RS,10,4,180,0,1,5,4,1,1,2,1,0,0,0,0,0,0,0,1,NA,10,0,0,0,0,0,5,3,3,4,0,0,4,8,5,4,4,2,3,3,3,1,5,6,2,1,1,5,1,38,1980,1,2,12,1,0,0,3,168,NA,1,1.3533976078033447,0.293081769
ESS9e01_1,9,1.1,41148,RS,60,4,120,6,7,6,3,2,2,2,2,1,6,7,2,2,8,7,1,4,7,2,3,4,6,7,9,3,3,3,6,8,6,7,6,3,3,2,2,1,3,1,4,6,2,1,1,4,1,45,1973,1,1,12,0,1,1,1,45,5,4,0.900737464427948,0.293081769
ESS9e01_1,9,1.1,41161,RS,120,5,120,10,10,3,3,3,2,3,2,0,4,10,0,0,0,8,1,0,7,0,0,0,7,2,10,2,2,2,10,10,10,10,6,3,4,2,1,1,3,1,6,5,2,1,1,5,1,49,1969,1,4,14,1,0,0,1,48,5,2,0.902265191078186,0.293081769
ESS9e01_1,9,1.1,41175,RS,90,2,NA,6,9,7,4,NA,1,NA,1,6,7,6,7,NA,3,NA,1,3,9,NA,3,3,9,5,3,3,3,3,5,NA,7,8,4,NA,3,2,1,2,3,1,10,5,2,1,1,5,1,38,1980,1,4,12,1,0,0,1,NA,NA,1,0.902265191078186,0.293081769
ESS9e01_1,9,1.1,41176,RS,60,5,60,6,5,4,3,3,2,3,2,4,4,5,NA,NA,4,8,1,NA,6,4,4,5,7,4,5,1,2,3,5,5,5,8,6,1,3,2,1,2,3,1,5,5,2,1,1,2,1,34,1985,4,1,12,1,0,0,1,45,7,2,0.9008837938308716,0.293081769
ESS9e01_1,9,1.1,41181,RS,0,5,300,2,5,5,3,1,1,2,1,NA,6,5,1,0,NA,NA,1,5,8,3,5,1,2,8,0,2,2,1,0,5,5,8,6,2,4,2,2,2,3,1,3,6,2,1,1,2,1,27,1991,6,3,17,1,0,0,1,8,9,1,0.9002933502197266,0.293081769
ESS9e01_1,9,1.1,41183,RS,0,5,180,3,0,0,3,1,2,1,1,0,3,0,0,0,0,1,2,NA,3,0,0,0,0,0,0,1,4,4,NA,0,0,5,3,2,3,NA,2,1,3,1,6,6,2,1,1,4,1,15,2003,6,4,8,0,0,0,NA,NA,NA,2,1.3533976078033447,0.293081769
ESS9e01_1,9,1.1,41190,RS,210,2,NA,3,2,3,3,3,2,3,2,2,2,2,2,1,3,3,1,5,4,4,4,3,3,3,7,3,2,2,5,5,5,5,4,1,1,2,2,4,2,1,4,3,2,1,1,1,2,78,1940,5,4,12,0,0,0,1,NA,3,2,0.4498414993286133,0.293081769
ESS9e01_1,9,1.1,41243,RS,60,1,NA,3,5,2,3,2,2,3,2,5,5,5,1,1,3,1,1,3,7,1,1,1,5,5,2,4,4,4,1,2,1,7,5,3,1,2,1,3,3,1,5,6,2,1,1,3,2,47,1971,4,4,16,1,0,0,1,44,NA,3,0.45497170090675354,0.293081769
ESS9e01_1,9,1.1,41252,RS,10,5,120,6,8,2,2,1,3,1,3,0,0,2,0,0,3,4,1,6,7,1,1,2,3,2,4,3,3,3,0,0,0,6,4,3,1,2,3,3,2,2,0,7,2,1,2,4,1,48,1970,1,1,15,1,0,0,1,40,NA,1,0.9002933502197266,0.293081769
ESS9e01_1,9,1.1,41254,RS,60,4,120,0,2,0,4,1,1,1,2,0,5,7,7,6,0,0,2,NA,0,0,1,0,5,5,0,4,4,4,0,0,0,5,3,0,4,2,3,2,3,2,0,4,2,1,1,1,2,42,1976,6,4,11,1,0,0,1,NA,5,2,0.451132595539093,0.293081769
ESS9e01_1,9,1.1,41270,RS,15,1,NA,0,0,0,4,1,5,2,4,0,5,5,0,0,0,5,2,0,2,0,1,3,8,5,10,3,3,3,0,10,10,5,4,2,2,2,1,4,2,1,10,4,2,1,1,5,1,72,1946,1,3,12,0,0,0,1,40,3,4,2.2507333755493164,0.293081769
ESS9e01_1,9,1.1,41271,RS,60,5,192,3,7,4,4,1,1,2,1,2,0,7,0,0,3,0,2,5,8,4,1,3,3,2,0,1,1,1,4,5,5,8,6,2,2,2,2,1,3,1,5,7,2,1,1,2,1,27,1991,1,3,12,0,0,0,1,30,9,1,0.9002933502197266,0.293081769
ESS9e01_1,9,1.1,41306,RS,120,2,NA,6,6,5,3,3,1,1,1,7,5,5,5,5,5,5,1,4,5,5,5,5,5,5,NA,2,2,2,8,8,7,6,5,1,2,2,1,4,2,1,1,5,2,1,2,1,1,63,1955,1,4,14,0,0,1,1,40,NA,4,0.4498414993286133,0.293081769
ESS9e01_1,9,1.1,41347,RS,180,1,NA,0,0,0,4,1,1,1,1,0,5,8,0,0,0,0,1,2,9,2,4,4,1,1,2,2,2,3,1,4,3,9,6,1,4,2,3,3,3,1,9,5,2,1,1,6,2,57,1961,1,4,11,0,1,0,1,50,9,1,2.2748584747314453,0.293081769
ESS9e01_1,9,1.1,41353,RS,0,1,NA,6,6,7,4,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,9,NA,6,NA,NA,8,NA,2,3,3,3,4,3,8,5,2,3,2,1,3,3,1,NA,5,2,1,1,1,2,69,1949,5,3,16,0,0,0,1,40,4,1,0.4491921663284302,0.293081769
ESS9e01_1,9,1.1,41356,RS,30,2,NA,5,0,0,3,1,1,1,2,5,5,5,5,5,5,5,1,NA,5,5,5,1,5,5,NA,1,1,1,0,5,NA,5,4,1,2,2,1,2,3,1,5,6,2,1,1,5,1,35,1983,1,3,12,1,0,0,1,40,8,2,1.3511062860488892,0.293081769
ESS9e01_1,9,1.1,41376,RS,330,1,NA,2,5,4,4,1,1,1,1,3,6,10,0,0,NA,NA,2,NA,9,NA,6,4,10,4,NA,3,3,3,4,5,5,8,4,1,3,2,1,4,2,1,8,6,2,1,1,1,2,67,1951,5,4,4,0,0,0,NA,NA,2,3,0.902265191078186,0.293081769
ESS9e01_1,9,1.1,41414,RS,240,4,30,1,1,1,2,3,2,1,1,1,6,9,3,6,2,2,1,NA,8,NA,7,7,2,NA,1,1,1,1,NA,NA,5,8,7,NA,2,2,1,1,3,1,4,7,2,1,1,6,1,69,1949,1,4,8,1,0,0,2,60,NA,1,1.3495244979858398,0.293081769
ESS9e01_1,9,1.1,41427,RS,60,1,NA,1,NA,6,4,1,1,1,1,0,0,0,0,0,0,0,1,6,5,0,4,4,6,8,2,2,3,3,3,3,NA,10,1,2,1,2,2,3,3,1,3,6,2,1,1,1,2,65,1953,5,5,4,0,0,0,1,40,1,2,0.45497170090675354,0.293081769
ESS9e01_1,9,1.1,41460,RS,60,1,NA,5,5,2,3,1,1,1,1,0,1,1,5,5,0,0,1,0,10,3,8,7,6,3,5,1,2,4,0,0,0,6,2,1,2,1,2,4,3,1,8,5,2,1,2,3,2,59,1959,1,2,12,1,0,0,1,40,8,2,1.3421616554260254,0.293081769
ESS9e01_1,9,1.1,41486,RS,240,1,NA,2,5,0,2,2,4,4,4,10,8,8,10,10,0,0,1,10,10,10,10,10,10,10,10,1,1,1,10,10,10,10,6,6,3,2,1,1,3,2,5,5,2,1,1,2,2,55,1963,1,2,8,0,0,0,1,10,4,2,0.9008837938308716,0.293081769
ESS9e01_1,9,1.1,41527,RS,10,5,120,5,5,5,3,5,1,2,1,NA,6,8,0,0,0,2,1,NA,8,3,3,NA,8,8,NA,NA,NA,NA,NA,2,NA,NA,3,1,3,2,2,2,3,1,2,7,2,1,1,2,1,62,1956,NA,1,21,0,0,0,1,0,NA,2,0.4504418969154358,0.293081769
ESS9e01_1,9,1.1,41537,RS,90,1,NA,1,1,1,4,1,1,1,1,4,3,3,3,3,2,2,2,NA,0,NA,NA,NA,NA,2,NA,3,3,3,4,NA,5,1,2,1,1,2,2,5,1,1,7,7,2,1,1,1,1,84,1934,5,4,4,0,0,0,NA,NA,NA,4,0.45497170090675354,0.293081769
ESS9e01_1,9,1.1,41569,RS,30,5,600,10,10,10,4,1,1,1,1,0,10,10,0,0,10,10,1,NA,10,0,0,0,0,0,10,2,2,2,5,5,5,10,6,4,5,2,2,2,3,2,5,5,2,1,1,1,2,60,1958,5,1,15,1,0,0,2,50,4,2,0.4504418969154358,0.293081769
ESS9e01_1,9,1.1,41636,RS,300,1,NA,0,0,0,3,1,1,1,1,10,10,10,10,10,10,10,1,NA,0,0,10,10,10,10,10,1,1,1,10,10,10,10,2,1,2,2,2,2,3,1,10,3,2,1,1,1,2,68,1950,5,1,14,0,0,0,1,40,4,1,0.900737464427948,0.293081769
ESS9e01_1,9,1.1,41683,RS,NA,5,60,5,5,5,4,1,1,1,1,0,0,0,0,0,NA,NA,NA,5,8,0,0,0,0,0,10,1,1,1,5,10,10,10,7,NA,NA,2,3,3,3,1,3,5,2,1,1,4,1,52,1966,1,1,17,1,0,0,3,NA,7,NA,1.3504401445388794,0.293081769
ESS9e01_1,9,1.1,41686,RS,60,1,NA,6,2,2,2,2,2,4,2,9,5,5,7,10,3,2,1,10,7,7,9,10,7,7,0,1,1,2,0,10,10,9,7,4,3,1,2,3,2,1,10,5,2,1,1,1,2,70,1949,4,3,10,0,0,0,2,50,2,2,0.45497170090675354,0.293081769
ESS9e01_1,9,1.1,41719,RS,120,2,NA,7,6,3,3,3,1,2,1,6,4,4,4,5,3,4,1,3,8,4,6,3,3,5,7,1,2,2,7,6,5,8,3,3,2,2,2,2,3,1,5,7,1,1,1,2,1,73,1945,1,3,14,0,0,0,1,40,7,2,0.8983843326568604,0.293081769
ESS9e01_1,9,1.1,41831,RS,120,1,NA,5,6,6,1,3,4,3,4,5,3,3,9,8,4,4,1,10,5,7,7,0,6,0,8,3,4,4,0,0,0,5,6,2,4,2,3,3,3,2,4,6,2,1,1,1,1,65,1953,5,4,13,0,0,0,1,48,2,3,0.45497170090675354,0.293081769
ESS9e01_1,9,1.1,41833,RS,10,5,120,7,6,7,4,1,2,1,1,0,4,3,3,3,NA,0,1,NA,8,3,0,0,0,2,5,1,1,1,NA,10,6,7,5,4,3,2,2,3,3,1,5,5,2,1,1,3,2,54,1964,1,3,12,0,0,1,1,0,3,2,1.3504401445388794,0.293081769
ESS9e01_1,9,1.1,41884,RS,0,5,240,0,1,2,4,1,1,NA,1,0,4,5,1,0,6,NA,1,NA,2,0,0,2,2,0,5,4,4,4,4,1,0,NA,6,0,5,2,NA,2,3,NA,NA,6,2,1,1,1,2,48,1970,6,1,18,1,0,0,1,NA,NA,1,0.450368732213974,0.293081769
ESS9e01_1,9,1.1,41947,RS,240,5,600,5,5,5,2,1,3,1,2,0,0,2,0,0,4,1,1,2,6,0,0,0,2,0,NA,1,1,1,5,8,10,7,6,3,3,1,1,2,3,1,2,6,1,1,1,1,1,37,1981,6,3,11,1,0,0,1,60,5,3,0.4501466751098633,0.293081769
ESS9e01_1,9,1.1,42036,RS,180,1,NA,0,0,0,2,1,1,2,1,3,3,3,3,3,3,2,1,5,2,1,3,2,3,2,5,4,4,4,0,0,0,7,2,0,1,2,3,3,3,2,0,7,2,1,1,2,1,67,1951,1,2,11,0,0,0,1,40,3,2,0.9099434018135071,0.293081769
ESS9e01_1,9,1.1,42053,RS,0,1,NA,0,0,0,4,1,1,1,1,3,4,3,0,0,NA,NA,1,NA,0,3,3,NA,5,4,NA,2,2,4,7,2,5,2,1,0,1,2,3,4,2,1,10,6,1,1,1,3,2,70,1948,1,3,7,0,0,0,NA,NA,2,4,1.3533976078033447,0.293081769
ESS9e01_1,9,1.1,42069,RS,15,2,NA,3,8,5,2,2,3,3,3,5,2,6,2,4,4,2,1,0,10,4,4,4,8,5,6,1,3,3,0,5,0,8,4,2,4,2,2,3,3,1,6,5,2,1,2,3,1,64,1955,1,2,12,0,0,0,1,10,2,2,1.3513257503509521,0.293081769
ESS9e01_1,9,1.1,42112,RS,150,1,NA,0,3,10,4,1,1,3,1,0,0,4,4,2,0,0,1,0,3,3,0,5,10,10,10,2,2,2,0,0,0,4,7,1,1,2,1,3,3,1,10,3,2,1,1,1,1,59,1959,5,3,12,1,0,0,1,50,5,2,0.4501466751098633,0.293081769
ESS9e01_1,9,1.1,42120,RS,10,1,NA,3,5,3,1,1,5,1,5,1,1,5,2,0,0,0,3,4,0,0,5,5,5,1,0,3,4,4,0,0,0,0,2,2,1,2,3,4,2,1,5,6,2,1,1,2,2,58,1960,1,4,12,0,1,0,1,40,1,4,0.8996829986572266,0.293081769
ESS9e01_1,9,1.1,42159,RS,30,5,180,3,5,5,4,1,1,1,1,NA,0,5,0,0,NA,5,2,NA,9,3,4,NA,5,5,7,1,3,2,5,10,10,9,6,1,1,2,4,3,3,1,7,5,2,1,2,4,2,19,1999,6,2,12,0,0,0,NA,NA,3,2,1.7993659973144531,0.293081769
ESS9e01_1,9,1.1,42169,RS,0,2,NA,2,NA,NA,4,3,2,2,2,9,8,8,8,7,NA,NA,2,NA,NA,8,7,6,9,8,NA,4,4,4,1,2,3,8,4,2,3,2,2,2,3,1,3,6,2,1,1,2,1,44,1974,1,3,12,0,1,0,NA,NA,NA,1,0.8983843326568604,0.293081769
ESS9e01_1,9,1.1,42206,RS,30,5,60,5,5,2,3,2,1,2,1,5,4,5,5,4,4,4,1,3,5,5,8,10,0,0,4,1,1,1,7,7,5,9,6,2,2,2,1,3,3,1,5,5,2,1,1,2,2,60,1958,4,3,12,1,0,0,NA,NA,5,2,0.8983843326568604,0.293081769
ESS9e01_1,9,1.1,42232,RS,0,5,180,3,4,2,4,1,1,1,1,1,1,2,1,1,1,1,1,NA,6,1,1,3,3,4,5,4,4,4,6,1,5,8,7,0,3,2,1,1,3,1,7,5,2,1,1,3,2,36,1982,1,1,12,1,0,0,1,40,NA,3,1.3504401445388794,0.293081769
ESS9e01_1,9,1.1,42270,RS,120,5,0,5,5,6,1,2,3,1,1,9,8,7,7,9,0,0,1,NA,8,4,10,10,7,8,6,1,4,4,NA,NA,NA,9,7,4,3,2,1,2,3,1,0,6,2,1,1,1,1,57,1961,6,4,7,0,0,1,1,NA,1,4,0.451132595539093,0.293081769
ESS9e01_1,9,1.1,42274,RS,120,5,60,0,0,0,2,2,3,4,3,7,2,8,10,10,5,3,1,NA,7,6,10,6,6,7,10,2,2,2,5,0,0,6,5,0,2,2,2,5,1,1,10,6,1,1,1,3,2,63,1955,1,4,11,0,0,0,1,20,1,4,1.3495244979858398,0.293081769
ESS9e01_1,9,1.1,42289,RS,15,5,240,2,0,3,3,2,5,2,4,7,10,10,5,4,2,3,1,5,2,4,0,0,5,6,5,3,4,4,0,0,0,6,5,2,3,2,3,2,3,1,10,2,2,1,1,2,2,27,1991,6,3,12,1,0,0,1,42,7,2,0.9002933502197266,0.293081769
ESS9e01_1,9,1.1,42304,RS,300,1,NA,5,3,3,3,1,1,1,1,0,1,1,1,1,1,3,1,NA,5,1,5,1,5,2,10,2,2,3,5,5,5,5,7,2,2,2,3,3,2,1,8,5,2,1,1,1,2,70,1948,6,3,12,0,0,0,1,48,NA,3,0.4501466751098633,0.293081769
ESS9e01_1,9,1.1,42322,RS,90,2,NA,4,4,3,4,2,2,2,1,2,4,6,2,1,5,5,1,NA,0,1,2,2,5,1,NA,2,3,3,0,3,3,4,5,1,2,2,2,3,3,1,8,5,2,1,1,2,1,66,1952,1,1,14,0,0,0,1,48,6,2,0.9008837938308716,0.293081769
ESS9e01_1,9,1.1,42330,RS,10,2,NA,0,0,0,3,3,1,3,1,0,0,10,0,0,10,10,2,NA,9,5,5,5,5,0,10,2,2,2,10,10,10,9,5,1,3,2,2,2,3,2,0,7,1,1,1,4,1,33,1985,1,4,8,0,0,0,NA,NA,2,3,1.8198868036270142,0.293081769
ESS9e01_1,9,1.1,42354,RS,240,1,NA,3,3,2,3,1,4,3,4,0,0,5,0,0,0,NA,1,NA,10,8,0,0,5,0,7,1,1,4,1,2,2,8,4,3,2,2,1,2,3,1,6,5,2,1,1,5,2,64,1954,1,4,12,0,0,0,1,40,8,2,1.7895487546920776,0.293081769
ESS9e01_1,9,1.1,42391,RS,60,2,NA,5,7,0,2,3,2,4,3,7,8,8,7,6,3,3,1,5,8,8,8,8,6,6,8,4,2,4,8,NA,NA,8,7,2,3,2,1,2,3,1,7,6,2,1,1,3,1,68,1950,1,4,11,0,0,0,1,60,10,2,0.4498414993286133,0.293081769
ESS9e01_1,9,1.1,42392,RS,90,1,NA,2,4,0,3,2,2,3,2,5,5,5,4,3,1,5,1,3,4,5,5,5,4,5,5,2,2,2,4,6,4,5,7,4,3,2,2,3,3,1,5,6,2,1,1,4,1,78,1940,1,1,14,0,0,0,1,52,NA,1,1.801474928855896,0.293081769
ESS9e01_1,9,1.1,42405,RS,30,1,NA,7,5,5,2,2,1,2,1,9,0,3,7,3,2,5,2,5,5,6,7,5,6,4,10,2,3,3,3,5,3,5,4,0,1,2,2,4,1,1,5,6,2,1,1,1,1,78,1940,5,4,8,0,0,0,1,45,2,3,0.451132595539093,0.293081769
ESS9e01_1,9,1.1,42427,RS,30,4,120,5,5,0,3,1,1,2,1,5,5,5,5,5,5,5,1,5,4,5,5,7,8,4,3,3,3,4,0,0,0,4,7,0,2,2,2,4,2,1,7,3,2,1,1,1,2,58,1960,5,4,8,0,0,0,NA,NA,3,2,0.4498414993286133,0.293081769
ESS9e01_1,9,1.1,42434,RS,210,1,NA,7,7,6,3,3,2,3,2,1,1,2,1,1,1,0,1,NA,0,0,0,0,5,0,7,4,4,4,3,4,0,5,2,1,3,2,4,3,3,1,7,6,2,1,1,2,2,54,1964,5,1,12,0,0,0,1,48,1,4,0.8983843326568604,0.293081769
ESS9e01_1,9,1.1,42497,RS,300,5,60,5,5,1,3,1,1,1,1,5,3,5,0,3,3,3,2,5,8,5,2,9,3,3,5,1,3,4,3,5,1,5,3,1,3,2,1,3,3,1,3,5,2,1,1,6,2,47,1971,1,4,11,0,0,1,1,50,9,1,2.729830026626587,0.293081769
ESS9e01_1,9,1.1,42509,RS,90,5,90,10,10,5,4,1,1,2,1,0,0,10,10,0,2,0,1,5,5,10,8,3,8,NA,10,1,1,1,5,5,5,5,6,4,2,2,1,3,3,1,5,5,2,1,2,5,1,69,1950,1,4,12,0,0,0,1,40,6,2,1.7993659973144531,0.293081769
ESS9e01_1,9,1.1,42518,RS,60,1,NA,0,0,0,3,1,1,1,1,1,1,2,1,0,1,1,1,4,3,2,2,4,4,5,5,4,4,4,2,4,4,2,2,1,2,2,2,3,3,1,4,4,2,1,1,2,1,63,1955,1,1,12,0,0,0,1,48,NA,2,0.900737464427948,0.293081769
ESS9e01_1,9,1.1,42549,RS,60,5,180,5,6,6,2,1,3,3,3,2,3,6,0,0,0,0,2,4,6,2,3,0,7,4,2,3,3,3,2,5,5,5,3,4,2,1,2,1,2,1,5,4,2,1,1,3,1,25,1993,6,1,15,1,1,0,1,3,NA,2,1.3513257503509521,0.293081769
ESS9e01_1,9,1.1,42557,RS,30,1,NA,2,2,1,4,1,1,1,1,6,6,5,0,2,8,8,1,NA,3,3,3,NA,NA,7,NA,4,4,4,NA,NA,2,3,7,2,1,2,1,3,3,1,2,5,NA,1,1,2,1,56,1962,1,4,0,0,0,0,1,NA,1,3,0.902265191078186,0.293081769
ESS9e01_1,9,1.1,42589,RS,60,2,NA,6,3,6,3,1,1,2,1,0,4,5,3,3,7,3,1,4,3,4,4,5,6,6,5,2,2,4,1,3,1,2,6,2,3,2,2,3,2,1,2,7,2,1,1,1,1,60,1958,6,2,15,0,0,0,NA,NA,1,2,0.450368732213974,0.293081769
ESS9e01_1,9,1.1,42599,RS,150,3,NA,4,7,3,2,2,2,1,1,0,3,3,0,2,8,4,1,7,4,0,0,3,5,3,3,1,1,2,2,4,7,9,6,4,4,2,4,3,2,1,8,7,2,1,1,2,2,77,1941,1,2,12,0,0,0,1,40,9,2,0.9002933502197266,0.293081769
ESS9e01_1,9,1.1,42602,RS,10,5,60,7,7,7,3,3,3,4,2,5,5,5,5,5,5,5,1,10,8,5,6,6,0,0,8,1,1,1,7,6,6,8,6,4,3,2,2,1,3,1,5,6,2,1,1,3,1,37,1981,6,1,13,1,0,0,1,75,3,2,1.3513257503509521,0.293081769
ESS9e01_1,9,1.1,42623,RS,300,1,NA,2,2,0,3,1,1,1,1,7,4,3,3,3,7,NA,1,NA,7,7,9,8,7,0,10,1,4,4,0,NA,NA,9,6,4,NA,2,2,3,3,1,6,6,NA,1,1,1,2,66,1952,5,3,4,0,0,0,1,40,4,1,0.451132595539093,0.293081769
ESS9e01_1,9,1.1,42649,RS,120,1,NA,9,10,5,1,4,1,3,1,10,0,9,9,5,0,8,1,0,5,9,10,10,7,5,0,1,4,4,5,0,0,5,7,4,3,1,2,4,2,1,9,6,2,1,1,1,2,88,1930,5,2,1,0,0,0,NA,50,2,2,0.4491921663284302,0.293081769
ESS9e01_1,9,1.1,42653,RS,20,5,90,0,2,0,3,2,1,2,1,5,5,5,5,5,0,0,1,8,5,7,7,2,7,8,10,3,2,2,5,0,0,5,4,0,2,2,4,4,1,2,5,4,2,1,2,4,2,45,1973,1,4,11,1,0,0,1,40,8,2,1.3495244979858398,0.293081769
ESS9e01_1,9,1.1,42670,RS,0,4,60,2,3,1,4,1,1,1,1,0,1,2,0,0,1,2,1,NA,0,0,0,0,3,2,0,3,3,3,2,1,1,2,7,4,3,2,2,2,3,2,0,6,1,1,1,3,1,40,1978,1,1,13,1,0,0,1,40,7,4,0.9099434018135071,0.293081769
ESS9e01_1,9,1.1,42675,RS,360,1,NA,5,0,3,4,1,2,3,2,7,7,7,5,10,0,0,1,0,3,3,10,10,6,4,0,2,3,2,0,7,10,8,6,0,3,2,2,3,3,1,10,7,2,1,1,2,1,64,1954,1,1,11,0,0,0,1,52,3,3,0.9008837938308716,0.293081769
ESS9e01_1,9,1.1,42684,RS,60,1,NA,1,2,2,4,1,1,2,1,3,2,5,1,0,0,0,1,NA,3,2,3,2,5,7,0,1,2,3,6,7,5,6,3,2,2,2,2,5,1,1,3,5,2,1,2,1,1,89,1929,5,4,4,0,0,0,1,60,4,2,0.4498414993286133,0.293081769
ESS9e01_1,9,1.1,42695,RS,60,5,30,7,7,8,2,2,3,2,3,4,4,3,1,1,5,5,1,3,8,2,1,1,5,4,10,1,1,1,5,10,10,8,6,4,3,2,2,2,3,1,3,6,2,1,1,4,2,42,1976,6,1,17,1,0,0,1,0,8,2,0.9002933502197266,0.293081769
ESS9e01_1,9,1.1,42753,RS,120,1,NA,0,0,5,4,3,1,2,1,5,5,8,3,7,9,5,1,10,8,6,0,0,8,6,10,1,3,3,10,10,10,5,6,3,4,2,3,3,3,2,0,5,2,1,1,3,2,67,1951,1,1,8,0,0,0,1,68,5,2,1.3504401445388794,0.293081769
ESS9e01_1,9,1.1,42762,RS,NA,1,NA,4,3,1,4,1,1,1,1,0,1,1,0,0,0,3,1,NA,2,1,1,0,3,0,1,4,4,4,0,2,2,4,5,1,3,2,3,3,3,1,7,3,NA,1,2,5,2,61,1957,5,3,11,0,0,0,NA,NA,3,3,0.9002933502197266,0.293081769
ESS9e01_1,9,1.1,42780,RS,15,5,600,0,4,3,3,1,3,1,3,0,4,4,0,0,5,5,1,NA,0,3,1,2,3,5,5,3,3,4,5,4,3,1,5,1,1,1,3,2,3,1,6,5,2,1,1,2,2,41,1977,6,3,16,1,0,0,1,20,5,4,0.900737464427948,0.293081769
ESS9e01_1,9,1.1,42801,RS,120,5,180,9,1,5,4,2,2,2,2,1,2,3,4,4,8,7,2,NA,10,8,8,8,10,8,10,2,3,3,10,10,8,10,5,2,2,2,1,1,3,1,1,7,2,1,1,2,1,46,1972,6,3,17,1,0,0,3,NA,NA,1,0.9002933502197266,0.293081769
ESS9e01_1,9,1.1,42802,RS,15,5,90,4,4,4,3,2,2,2,2,2,2,3,2,2,2,2,1,5,8,2,2,2,4,4,2,2,3,3,5,5,5,9,7,1,3,2,1,1,3,1,5,5,2,1,1,1,1,39,1980,6,1,15,1,0,0,1,40,NA,2,0.4504418969154358,0.293081769
ESS9e01_1,9,1.1,42825,RS,30,5,180,2,5,6,4,2,2,1,2,4,6,8,3,3,8,3,2,NA,10,7,4,5,9,5,10,3,2,4,5,8,6,8,4,3,4,2,2,3,3,1,1,7,2,1,1,3,1,55,1963,4,4,10,0,0,0,1,50,10,1,1.3649150133132935,0.293081769
ESS9e01_1,9,1.1,42839,RS,60,2,NA,8,4,1,4,2,NA,1,2,NA,0,6,0,0,NA,NA,2,NA,3,2,3,NA,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,5,2,1,1,2,1,62,1956,1,3,12,0,0,1,2,100,4,2,0.8983843326568604,0.293081769
ESS9e01_1,9,1.1,42843,RS,30,5,60,0,0,5,3,4,1,4,1,7,10,6,1,1,0,0,1,NA,4,1,5,5,5,8,0,4,4,3,3,7,0,10,5,6,3,2,1,3,3,2,NA,4,2,1,1,2,1,71,1947,1,4,11,0,0,0,1,40,4,2,0.8996829986572266,0.293081769
ESS9e01_1,9,1.1,42847,RS,120,5,180,5,6,4,3,2,1,2,2,7,6,8,7,7,5,5,1,4,7,6,8,8,7,5,0,1,2,3,6,7,7,8,5,1,3,2,2,3,3,1,5,5,2,1,2,3,1,61,1958,1,2,11,0,0,0,1,50,4,2,0.9008837938308716,0.293081769
